subject,language,mean_dwell_time,n_transitions,flexibility,state_0_fraction,state_1_fraction,state_2_fraction,state_3_fraction,state_4_fraction
sub-CN003,Chinese,5.198627554271452,31.666666666666668,0.20074900620685063,0.3029095672111821,0.08298728301292559,0.08115386632167595,0.19158088861406888,0.3413683948401474
sub-CN004,Chinese,4.527553756866722,35.44444444444444,0.23146595518410665,0.3316276524181891,0.1603464399893276,0.11485458551017619,0.35731658603235755,0.035854736049949515
sub-CN005,Chinese,5.059159548798675,32.666666666666664,0.20693725564684678,0.03420912576487018,0.31387094434314505,0.3118833555293603,0.2791166331436727,0.06091994121895174
sub-CN006,Chinese,8.509941383472595,21.555555555555557,0.1384706961616969,0.18760301184190187,0.0640995314048842,0.05936931423962918,0.6719753624829459,0.016952780030638912
sub-CN007,Chinese,6.2396063307234915,26.444444444444443,0.16758344550123808,0.5007992903956678,0.01935500376872483,0.05503787573199476,0.41847280353737204,0.00633502656624044
sub-CN008,Chinese,5.421057167608891,29.666666666666668,0.1931458577383583,0.2515576857061157,0.11601966819647148,0.11385428256889406,0.47139892660988586,0.0471694369186328
sub-CN009,Chinese,4.467696163852429,34.666666666666664,0.22429460405347174,0.3916904544028336,0.22571190502231608,0.1258461786352399,0.15150994948172847,0.10524151245788194
sub-CN010,Chinese,3.564864137460678,44.44444444444444,0.28255540774368015,0.1631077168620011,0.3222409463552843,0.213910989362899,0.09897664363738218,0.20176370378243347
sub-CN011,Chinese,4.3821178969993895,35.666666666666664,0.22584817761431347,0.4357758624872902,0.13443689829768535,0.22101755053588887,0.07558206983880575,0.13318761884032984
sub-CN013,Chinese,5.878690087145969,28.11111111111111,0.17941752733658412,0.3402906826587952,0.01087788473312057,0.1615947614889955,0.4628657974349886,0.0243708736841002
sub-CN014,Chinese,8.447838392432212,17.77777777777778,0.11303881741212161,0.26330158008883425,0.0,0.03367402253654635,0.7030243973746194,0.0
sub-CN015,Chinese,9.033874812551282,21.11111111111111,0.13546748315316345,0.22631790646871186,0.008042390869897593,0.0897286264443205,0.6742890162008494,0.0016220600162206002
sub-CN016,Chinese,5.3118689004993564,31.444444444444443,0.2027177638422726,0.4473365978036176,0.15196194130100252,0.11157272337069399,0.19658815507520797,0.09254058244947798
sub-CN017,Chinese,3.9483834175728183,39.888888888888886,0.2561064571513423,0.15986810647891334,0.2248696185051276,0.31175184603522244,0.12291530394620558,0.18059512503453104
sub-CN018,Chinese,4.357659152757192,35.333333333333336,0.23018105395831492,0.32391356555841366,0.175386387755657,0.1354906556370871,0.20932594974773558,0.15588344130110665
sub-CN019,Chinese,5.174523626048368,31.555555555555557,0.20721194092337136,0.1598438812205343,0.12604522504777743,0.270468100608376,0.41066661222429335,0.032976180899018846
sub-CN020,Chinese,4.417470066384599,36.0,0.23367757507793474,0.27053230565096203,0.15073510458878947,0.1798055413363485,0.37721868493088756,0.021708363493012427
